"Name","Modified Time","Change Time","Access Time","Created Time","Size","Flags(Dir)","Flags(Meta)","Known","Location","MD5 Hash","MIME Type","Extension"
"f1026374.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","827","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026374.txt","2290857b128ae0fb49131efbb69cd199","text/plain","txt"
"f1026376.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","471","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026376.txt","e32ea1b565c0b8023f122c52517d9ba1","text/plain","txt"
"f1026378.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","3919","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026378.txt","1fd96e51d50752fbb553aea0aafb85b0","text/plain","txt"
"f1026424.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2048","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026424.dll","96cc41e7aa9ab5592612d67e3a385aa7","application/x-msdownload","dll"
"f1026446.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","28180","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026446.txt","cff5eb96fedbabfb7ecf0bdcdb4ad29d","text/plain","txt"
"f1026502.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9980","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026502.java","cb142f88dd5b6d253036d7c202e328f2","text/x-java-source","java"
"f1026522.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9466","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026522.txt","745a1e6ede559420a2c30c12a426603e","text/plain","txt"
"f1026542.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2768","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026542.java","3bc1b9c6f3ba0c4d2ac962bc7f10ab37","text/x-java-source","java"
"f1026548.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4194","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026548.txt","265a5228ca249d66b3652dfd2528d9d9","text/plain","txt"
"f1026558.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","110","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026558.txt","cb05ac461b4c5903712d935ea15cc75b","text/plain","txt"
"f1026560.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","45169","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026560.txt","707d870dda80d9197223a44729f69ac8","text/plain","txt"
"f1026652.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","3131","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026652.java","d843bf0d8a85f530910ca0064e5fa804","text/x-java-source","java"
"f1026662.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2627","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026662.txt","6998d212578c459258aa2769d0d3b01c","text/plain","txt"
"f1026668.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9249","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026668.txt","016086a334097155a6a84e5321e9ad69","text/plain","txt"
"f1026690.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2318","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026690.txt","cc901ee667b25654987aa0ebe6ad7bf2","text/plain","txt"
"f1026696.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4139","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026696.java","31170555a69e5d3ddd3b27774da287ec","text/x-java-source","java"
"f1026706.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2073","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026706.java","f3e6a671d01e9f79879c9b9e554a9539","text/x-java-source","java"
"f1026716.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2781","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026716.java","1318f9287d2f91f650ca103dbbd5cde6","text/x-java-source","java"
"f1026722.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","625","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026722.txt","a13bc40597b43baebd65d1420ea82dbf","text/plain","txt"
"f1026724.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1259","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026724.txt","9c7e863fe13f7b22f830ff5801c98230","text/plain","txt"
"f1026728.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","26360","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026728.txt","00f4e5643eec19f59140c26c65f30685","text/plain","txt"
"f1026856.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","118784","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1026856.dll","ba61e55906cd3568140eeb57477cc2b7","application/x-msdownload","dll"
"f1027104.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","815104","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1027104.dll","6ab359e7ee60d3fc1229b4c926161033","application/x-msdownload","dll"
"f1028712.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1032192","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1028712.dll","e1475d778f1561088430670b68f898c0","application/x-msdownload","dll"
"f1030744.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10772480","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1030744.dll","d75e692e01c291683fee733ce03ff4da","application/x-msdownload","dll"
"f1051800.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","131072","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1051800.dll","d84724520b51809fe1803267cfc76f7b","application/x-msdownload","dll"
"f1052072.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","15089664","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1052072.dll","1521b190f9d7eccdcc35bf0c012b66a0","application/x-msdownload","dll"
"f1081560.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","880640","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1081560.dll","5155a3bddc911d297f7ced6814f15a27","application/x-msdownload","dll"
"f1083296.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9330688","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1083296.dll","16904ace1b431d978553625877cd068f","application/x-msdownload","dll"
"f1101536.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9330688","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1101536.dll","16904ace1b431d978553625877cd068f","application/x-msdownload","dll"
"f1119776.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","757069","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1119776.chm","e9a374884199d31833aa17363e98a0fd","application/vnd.ms-htmlhelp","chm"
"f1121256.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","256718","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1121256.chm","7463b79e44f667b1bba570d772637f95","application/vnd.ms-htmlhelp","chm"
"f1121760.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","34512","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1121760.chm","e2b44493adc586d473de1393ec6dbe7d","application/vnd.ms-htmlhelp","chm"
"f1121832.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","26407","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1121832.chm","80be1e68345d7b04036e0207ab251309","application/vnd.ms-htmlhelp","chm"
"f1121904.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","139980","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1121904.chm","01406cfa1eb99e4f2e77561ddd9655dd","application/vnd.ms-htmlhelp","chm"
"f1122184.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","236018","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1122184.chm","3eee70651ab3c6bd1b63d466d3544afe","application/vnd.ms-htmlhelp","chm"
"f1122648.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","137950","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1122648.chm","018f4eb93010c6769cb16f912cd4cd21","application/vnd.ms-htmlhelp","chm"
"f1127992.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","84596","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1127992.chm","1d226ac32a10fb19d8bec9da1d39ddf4","application/vnd.ms-htmlhelp","chm"
"f1128160.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","99724","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1128160.chm","ca71059a7d8d321dac7f6b79f4fbfe30","application/vnd.ms-htmlhelp","chm"
"f1128360.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","46287","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1128360.chm","a689a67b535527d075cc142782b5ae29","application/vnd.ms-htmlhelp","chm"
"f1128456.chm","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","48350","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1128456.chm","9fcb06cdf75d87337ffbcccf9c93d4cf","application/vnd.ms-htmlhelp","chm"
"f1144084.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1250","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1144084.txt","3b951579a70647e96f4d5bd9db361d46","text/plain","txt"
"f1144088.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","430","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1144088.txt","85cd17669809ee6760da221df6a8e8f1","application/octet-stream","txt"
"f1280992.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","77312","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1280992.dll","a7e1045fb80ab704e7dc79197f8598f2","application/x-msdownload","dll"
"f1281160.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","57344","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1281160.dll","b30999062f28b4df38587a2f4de1fc0c","application/x-msdownload","dll"
"f1281288.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","92160","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1281288.dll","b7f34560c39c25bb285922f941bb6880","application/x-msdownload","dll"
"f1281488.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","474112","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1281488.dll","f58e6ffbb84a17fc801e1161770f5ccc","application/x-msdownload","dll"
"f1282432.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","166400","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1282432.dll","d1f27c4ed9a665927427f00e0b4194df","application/x-msdownload","dll"
"f1282760.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","88064","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1282760.dll","a75d750f9872770f8c8e195379d35943","application/x-msdownload","dll"
"f1282936.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","240640","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1282936.dll","01cdcfb4ab4744c67ddcdd73d69fe4a0","application/x-msdownload","dll"
"f1283424.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","165376","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1283424.dll","c27dae61211738f1b552e309660eb9f1","application/x-msdownload","dll"
"f1283768.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","129024","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1283768.dll","bb67f972c14410c49afac4861646ce34","application/x-msdownload","dll"
"f1284040.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1228800","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1284040.dll","523860153108f9d1baf5290e33ae53f0","application/x-msdownload","dll"
"f1286488.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1019904","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1286488.dll","e4ed98e8e7caf84ecbe5bc16fb3ddd85","application/x-msdownload","dll"
"f1288570.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","48128","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1288570.txt","509f90ce1a6f5d86afe3aadaab4ab904","text/plain","txt"
"f1288712.cab","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","14176446","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1288712.cab","6439e482f17ad425c0b262f8a09b6f70","application/vnd.ms-cab-compressed","cab"
"f1316456.xml","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","9108","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316456.xml","76ff666d0574229b63d8e44c386c6e91","text/xml","xml"
"f1316480.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","796","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316480.txt","163e38f34def532bb00f8d6d20230f82","text/plain","txt"
"f1316486.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1492","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316486.txt","016a9c02cfc0c906f29fff2eb720ac6b","text/plain","txt"
"f1316494.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","303","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316494.txt","fc05166246d1592ceb83188426ec4b75","text/plain","txt"
"f1316502.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","115","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316502.txt","9fc480a80771cee39a93a3021b985e41","text/plain","txt"
"f1316506.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2007","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316506.txt","c5524b0d72e5532e9cc532adb970d504","text/plain","txt"
"f1316512.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","200","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316512.txt","fd0d770bd15c971b970dfe18b36eeff3","text/plain","txt"
"f1316516.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","374940","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1316516.txt","15f6385121af724953ea031d9e77dcb9","text/plain","txt"
"f1317256.xml","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","520006","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1317256.xml","8c5fb0ca9535195feabdfa67866b9169","text/xml","xml"
"f1318280.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","184832","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1318280.dll","7b73940a9d442df74e11cb3118ee24ac","application/x-msdownload","dll"
"f1318672.cab","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","5123981","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1318672.cab","befe91502ea4919980210230c3b55d80","application/vnd.ms-cab-compressed","cab"
"f1328768.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","77312","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1328768.dll","37f90e9427b43521186851d622038969","application/x-msdownload","dll"
"f1328936.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","57344","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1328936.dll","a8422d11d98b45d8dcc3826ed07b8a17","application/x-msdownload","dll"
"f1329064.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","92160","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1329064.dll","ba372fa608d43e3b808a76d30380d431","application/x-msdownload","dll"
"f1329264.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","474112","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1329264.dll","c0d22f4751f724844a633bcb997a71b7","application/x-msdownload","dll"
"f1330208.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","165376","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1330208.dll","981bbe3a787f2f382716d22a151f46be","application/x-msdownload","dll"
"f1330552.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","129024","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1330552.dll","61857ae758edb88272c6fbc71e35f484","application/x-msdownload","dll"
"f1330824.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1228800","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1330824.dll","fedd4c50841c33b15ea0733f7fb8dff9","application/x-msdownload","dll"
"f1333292.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","13911","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1333292.txt","998a3919c2f1e04d096a730db3292789","text/plain","txt"
"f1333352.cab","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","4402430","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1333352.cab","450151f24e7dc7a7f9ea3faa0abf00f5","application/vnd.ms-cab-compressed","cab"
"f1341984.cab","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","3513819","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1341984.cab","e0297a8770110fe7154ec2243da9b990","application/vnd.ms-cab-compressed","cab"
"f1348880.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","10950","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1348880.txt","a374b683066a3f4726876aa8fcda396f","text/plain","txt"
"f1348912.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","371","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1348912.txt","17d1689b2bfc65fb02a44059736b38cb","text/plain","txt"
"f1348978.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","412261","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1348978.txt","fc1b603e8da0161b809fa760da703567","text/plain","txt"
"f1350106.java","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","85299","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350106.java","d484d299bdcdd5decad96d7e457c60f7","text/x-java-source","java"
"f1350278.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","25335","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350278.txt","6c08decede926ab779c28cdb82cf4814","text/plain","txt"
"f1350384.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","77312","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350384.dll","37f90e9427b43521186851d622038969","application/x-msdownload","dll"
"f1350552.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","57344","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350552.dll","a8422d11d98b45d8dcc3826ed07b8a17","application/x-msdownload","dll"
"f1350680.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","92160","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350680.dll","ba372fa608d43e3b808a76d30380d431","application/x-msdownload","dll"
"f1350880.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","474112","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1350880.dll","c0d22f4751f724844a633bcb997a71b7","application/x-msdownload","dll"
"f1351824.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","165376","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1351824.dll","981bbe3a787f2f382716d22a151f46be","application/x-msdownload","dll"
"f1352168.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","129024","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1352168.dll","61857ae758edb88272c6fbc71e35f484","application/x-msdownload","dll"
"f1352440.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1228800","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1352440.dll","fedd4c50841c33b15ea0733f7fb8dff9","application/x-msdownload","dll"
"f1354908.txt","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","13203","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1354908.txt","9001bfbfa6dea4c314169ee828bc1594","text/plain","txt"
"f1354968.cab","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","2191002","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1354968.cab","fbb6c6e56d95c03a2dfd90d432464e77","application/vnd.ms-cab-compressed","cab"
"f1359328.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","77312","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1359328.dll","37f90e9427b43521186851d622038969","application/x-msdownload","dll"
"f1359496.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","57344","Unallocated","Unallocated","unknown","/img_Practica1.dd/vol_vol3//$CarvedFiles/f1359496.dll","a8422d11d98b45d8dcc3826ed07b8a17","application/x-msdownload","dll"
